*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
470.000000	1.22656e+06	470.000000	1.21132e+06	470.000000	1.21663e+06	470.000000	1.21787e+06	470.000000	11189.6   	470.000000	5361.39   	470.000000	10320.3   	470.000000	7855.69   	470.000000	11358.4   	
480.000000	1.26693e+06	480.000000	1.25107e+06	480.000000	1.25666e+06	480.000000	1.25795e+06	480.000000	11507     	480.000000	5522.14   	480.000000	10621.8   	480.000000	8091.97   	480.000000	11712.5   	
490.000000	1.30766e+06	490.000000	1.29114e+06	490.000000	1.29702e+06	490.000000	1.29836e+06	490.000000	11824.6   	490.000000	5683.69   	490.000000	10924.1   	490.000000	8329.31   	490.000000	12068.6   	
500.000000	1.34874e+06	500.000000	1.33154e+06	500.000000	1.3377e+06	500.000000	1.33909e+06	500.000000	12142.4   	500.000000	5846      	500.000000	11227.1   	500.000000	8567.67   	500.000000	12426.6   	
520.000000	1.43189e+06	520.000000	1.41329e+06	520.000000	1.42002e+06	520.000000	1.4215e+06	520.000000	12778.7   	520.000000	6173.03   	520.000000	11834.8   	520.000000	9047.19   	520.000000	13147.8   	
540.000000	1.51632e+06	540.000000	1.49623e+06	540.000000	1.50353e+06	540.000000	1.50512e+06	540.000000	13415     	540.000000	6503.21   	540.000000	12444.5   	540.000000	9530.12   	540.000000	13875.4   	
560.000000	1.60198e+06	560.000000	1.58031e+06	560.000000	1.58817e+06	560.000000	1.58986e+06	560.000000	14051.1   	560.000000	6836.08   	560.000000	13055.6   	560.000000	10016.1   	560.000000	14608.8   	
580.000000	1.6888e+06	580.000000	1.66548e+06	580.000000	1.6739e+06	580.000000	1.67569e+06	580.000000	14686.5   	580.000000	7171.45   	580.000000	13667.7   	580.000000	10504.7   	580.000000	15347.5   	
600.000000	1.77674e+06	600.000000	1.75167e+06	600.000000	1.76064e+06	600.000000	1.76254e+06	600.000000	15320.8   	600.000000	7509.22   	600.000000	14280.5   	600.000000	10995.6   	600.000000	16090.9   	
620.000000	1.86575e+06	620.000000	1.83884e+06	620.000000	1.84835e+06	620.000000	1.85036e+06	620.000000	15953.7   	620.000000	7849.26   	620.000000	14893.4   	620.000000	11488.6   	620.000000	16838.4   	
640.000000	1.95576e+06	640.000000	1.92695e+06	640.000000	1.93699e+06	640.000000	1.93909e+06	640.000000	16584.8   	640.000000	8191.44   	640.000000	15506.3   	640.000000	11983.3   	640.000000	17589.7   	
660.000000	2.04675e+06	660.000000	2.01594e+06	660.000000	2.0265e+06	660.000000	2.02871e+06	660.000000	17213.9   	660.000000	8535.66   	660.000000	16118.8   	660.000000	12479.5   	660.000000	18344.3   	
680.000000	2.13866e+06	680.000000	2.10578e+06	680.000000	2.11684e+06	680.000000	2.11915e+06	680.000000	17840.8   	680.000000	8881.82   	680.000000	16730.5   	680.000000	12977     	680.000000	19101.8   	
700.000000	2.23145e+06	700.000000	2.19642e+06	700.000000	2.20796e+06	700.000000	2.21039e+06	700.000000	18465.2   	700.000000	9229.81   	700.000000	17341.4   	700.000000	13475.4   	700.000000	19861.8   	
720.000000	2.32509e+06	720.000000	2.28784e+06	720.000000	2.29984e+06	720.000000	2.30237e+06	720.000000	19086.9   	720.000000	9579.55   	720.000000	17951.1   	720.000000	13974.6   	720.000000	20623.9   	
740.000000	2.41953e+06	740.000000	2.37998e+06	740.000000	2.39242e+06	740.000000	2.39507e+06	740.000000	19705.6   	740.000000	9930.89   	740.000000	18559.3   	740.000000	14474.4   	740.000000	21387.8   	
760.000000	2.51474e+06	760.000000	2.47282e+06	760.000000	2.48568e+06	760.000000	2.48845e+06	760.000000	20321.2   	760.000000	10283.6   	760.000000	19166     	760.000000	14974.6   	760.000000	22153.2   	
780.000000	2.61069e+06	780.000000	2.56632e+06	780.000000	2.57958e+06	780.000000	2.58247e+06	780.000000	20933.8   	780.000000	10637.7   	780.000000	19770.9   	780.000000	15475.1   	780.000000	22919.8   	
800.000000	2.70734e+06	800.000000	2.66046e+06	800.000000	2.67409e+06	800.000000	2.67711e+06	800.000000	21543.1   	800.000000	10993     	800.000000	20374     	800.000000	15975.6   	800.000000	23687.4   	
820.000000	2.80466e+06	820.000000	2.7552e+06	820.000000	2.76919e+06	820.000000	2.77233e+06	820.000000	22149.1   	820.000000	11349.7   	820.000000	20975     	820.000000	16476.1   	820.000000	24455.7   	
840.000000	2.90261e+06	840.000000	2.85052e+06	840.000000	2.86485e+06	840.000000	2.86811e+06	840.000000	22751.6   	840.000000	11707.7   	840.000000	21573.9   	840.000000	16976.4   	840.000000	25224.6   	
860.000000	3.00118e+06	860.000000	2.94639e+06	860.000000	2.96104e+06	860.000000	2.96442e+06	860.000000	23350.7   	860.000000	12067.1   	860.000000	22170.6   	860.000000	17476.4   	860.000000	25993.7   	
880.000000	3.10032e+06	880.000000	3.04278e+06	880.000000	3.05773e+06	880.000000	3.06123e+06	880.000000	23946.1   	880.000000	12427.8   	880.000000	22764.8   	880.000000	17975.9   	880.000000	26762.8   	
900.000000	3.20002e+06	900.000000	3.13968e+06	900.000000	3.1549e+06	900.000000	3.15852e+06	900.000000	24538     	900.000000	12789.6   	900.000000	23356.7   	900.000000	18474.9   	900.000000	27531.9   	
920.000000	3.30025e+06	920.000000	3.23705e+06	920.000000	3.25253e+06	920.000000	3.25627e+06	920.000000	25126.1   	920.000000	13152.5   	920.000000	23946     	920.000000	18973.3   	920.000000	28300.7   	
940.000000	3.40099e+06	940.000000	3.33488e+06	940.000000	3.35059e+06	940.000000	3.35446e+06	940.000000	25710.5   	940.000000	13516.2   	940.000000	24532.7   	940.000000	19471     	940.000000	29069     	
960.000000	3.5022e+06	960.000000	3.43314e+06	960.000000	3.44907e+06	960.000000	3.45306e+06	960.000000	26291.2   	960.000000	13880.8   	960.000000	25116.7   	960.000000	19967.8   	960.000000	29836.7   	
980.000000	3.60387e+06	980.000000	3.53181e+06	980.000000	3.54794e+06	980.000000	3.55206e+06	980.000000	26868     	980.000000	14246.3   	980.000000	25698     	980.000000	20463.7   	980.000000	30603.6   	
1000.000000	3.70598e+06	1000.000000	3.63088e+06	1000.000000	3.6472e+06	1000.000000	3.65143e+06	1000.000000	27441.1   	1000.000000	14612.6   	1000.000000	26276.5   	1000.000000	20958.7   	1000.000000	31369.6   	
1020.000000	3.8085e+06	1020.000000	3.73033e+06	1020.000000	3.74681e+06	1020.000000	3.75116e+06	1020.000000	28010.4   	1020.000000	14979.7   	1020.000000	26852.2   	1020.000000	21452.6   	1020.000000	32134.7   	
1040.000000	3.91141e+06	1040.000000	3.83013e+06	1040.000000	3.84676e+06	1040.000000	3.85124e+06	1040.000000	28575.8   	1040.000000	15347.6   	1040.000000	27425.1   	1040.000000	21945.3   	1040.000000	32898.6   	
1060.000000	4.0147e+06	1060.000000	3.93028e+06	1060.000000	3.94703e+06	1060.000000	3.95164e+06	1060.000000	29137.4   	1060.000000	15716.3   	1060.000000	27995.1   	1060.000000	22437     	1060.000000	33661.2   	
1080.000000	4.11834e+06	1080.000000	4.03075e+06	1080.000000	4.04762e+06	1080.000000	4.05235e+06	1080.000000	29695.2   	1080.000000	16085.7   	1080.000000	28562.1   	1080.000000	22927.4   	1080.000000	34422.6   	
1100.000000	4.22232e+06	1100.000000	4.13153e+06	1100.000000	4.1485e+06	1100.000000	4.15336e+06	1100.000000	30249.2   	1100.000000	16455.8   	1100.000000	29126.2   	1100.000000	23416.5   	1100.000000	35182.4   	
1120.000000	4.32662e+06	1120.000000	4.23261e+06	1120.000000	4.24967e+06	1120.000000	4.25465e+06	1120.000000	30799.4   	1120.000000	16826.6   	1120.000000	29687.3   	1120.000000	23904.3   	1120.000000	35940.8   	
1140.000000	4.43122e+06	1140.000000	4.33396e+06	1140.000000	4.3511e+06	1140.000000	4.3562e+06	1140.000000	31345.8   	1140.000000	17198.1   	1140.000000	30245.5   	1140.000000	24390.7   	1140.000000	36697.5   	
1160.000000	4.5361e+06	1160.000000	4.43559e+06	1160.000000	4.45279e+06	1160.000000	4.45801e+06	1160.000000	31888.3   	1160.000000	17570.2   	1160.000000	30800.6   	1160.000000	24875.7   	1160.000000	37452.6   	
1180.000000	4.64126e+06	1180.000000	4.53747e+06	1180.000000	4.55472e+06	1180.000000	4.56007e+06	1180.000000	32427.1   	1180.000000	17943     	1180.000000	31352.8   	1180.000000	25359.3   	1180.000000	38205.9   	
1200.000000	4.74667e+06	1200.000000	4.63958e+06	1200.000000	4.65688e+06	1200.000000	4.66235e+06	1200.000000	32962.2   	1200.000000	18316.4   	1200.000000	31902     	1200.000000	25841.4   	1200.000000	38957.4   	
1220.000000	4.85232e+06	1220.000000	4.74193e+06	1220.000000	4.75927e+06	1220.000000	4.76486e+06	1220.000000	33493.5   	1220.000000	18690.5   	1220.000000	32448.1   	1220.000000	26322     	1220.000000	39706.9   	
1240.000000	4.95819e+06	1240.000000	4.8445e+06	1240.000000	4.86186e+06	1240.000000	4.86758e+06	1240.000000	34021.2   	1240.000000	19065.1   	1240.000000	32991.2   	1240.000000	26801     	1240.000000	40454.6   	
1260.000000	5.06428e+06	1260.000000	4.94727e+06	1260.000000	4.96465e+06	1260.000000	4.97049e+06	1260.000000	34545.1   	1260.000000	19440.4   	1260.000000	33531.4   	1260.000000	27278.5   	1260.000000	41200.3   	
1280.000000	5.17057e+06	1280.000000	5.05023e+06	1280.000000	5.06764e+06	1280.000000	5.0736e+06	1280.000000	35065.5   	1280.000000	19816.2   	1280.000000	34068.5   	1280.000000	27754.4   	1280.000000	41943.9   	
1300.000000	5.27704e+06	1300.000000	5.15338e+06	1300.000000	5.1708e+06	1300.000000	5.17688e+06	1300.000000	35582.1   	1300.000000	20192.6   	1300.000000	34602.7   	1300.000000	28228.7   	1300.000000	42685.5   	
1320.000000	5.38369e+06	1320.000000	5.2567e+06	1320.000000	5.27414e+06	1320.000000	5.28034e+06	1320.000000	36095.2   	1320.000000	20569.6   	1320.000000	35133.8   	1320.000000	28701.4   	1320.000000	43424.9   	
1340.000000	5.4905e+06	1340.000000	5.36019e+06	1340.000000	5.37763e+06	1340.000000	5.38396e+06	1340.000000	36604.7   	1340.000000	20947     	1340.000000	35662     	1340.000000	29172.4   	1340.000000	44162.1   	
1360.000000	5.59746e+06	1360.000000	5.46383e+06	1360.000000	5.48128e+06	1360.000000	5.48774e+06	1360.000000	37110.6   	1360.000000	21325     	1360.000000	36187.1   	1360.000000	29641.7   	1360.000000	44897.1   	
1380.000000	5.70456e+06	1380.000000	5.56762e+06	1380.000000	5.58507e+06	1380.000000	5.59166e+06	1380.000000	37613     	1380.000000	21703.5   	1380.000000	36709.3   	1380.000000	30109.3   	1380.000000	45629.9   	
1400.000000	5.81179e+06	1400.000000	5.67155e+06	1400.000000	5.689e+06 	1400.000000	5.69572e+06	1400.000000	38111.8   	1400.000000	22082.5   	1400.000000	37228.6   	1400.000000	30575.3   	1400.000000	46360.4   	
1420.000000	5.91913e+06	1420.000000	5.77561e+06	1420.000000	5.79307e+06	1420.000000	5.79991e+06	1420.000000	38607.2   	1420.000000	22462     	1420.000000	37744.9   	1420.000000	31039.5   	1420.000000	47088.5   	
1440.000000	6.02658e+06	1440.000000	5.87978e+06	1440.000000	5.89725e+06	1440.000000	5.90423e+06	1440.000000	39099.2   	1440.000000	22842     	1440.000000	38258.2   	1440.000000	31502     	1440.000000	47814.4   	
1460.000000	6.13414e+06	1460.000000	5.98407e+06	1460.000000	6.00155e+06	1460.000000	6.00867e+06	1460.000000	39587.7   	1460.000000	23222.5   	1460.000000	38768.7   	1460.000000	31962.8   	1460.000000	48537.9   	
1480.000000	6.24178e+06	1480.000000	6.08847e+06	1480.000000	6.10597e+06	1480.000000	6.11322e+06	1480.000000	40073     	1480.000000	23603.4   	1480.000000	39276.2   	1480.000000	32421.9   	1480.000000	49259     	
1500.000000	6.34949e+06	1500.000000	6.19296e+06	1500.000000	6.21049e+06	1500.000000	6.21788e+06	1500.000000	40554.9   	1500.000000	23984.8   	1500.000000	39780.9   	1500.000000	32879.2   	1500.000000	49977.8   	
1520.000000	6.45728e+06	1520.000000	6.29755e+06	1520.000000	6.31511e+06	1520.000000	6.32263e+06	1520.000000	41033.5   	1520.000000	24366.8   	1520.000000	40282.8   	1520.000000	33334.8   	1520.000000	50694.2   	
1540.000000	6.56514e+06	1540.000000	6.40222e+06	1540.000000	6.41982e+06	1540.000000	6.42748e+06	1540.000000	41508.9   	1540.000000	24749.1   	1540.000000	40781.8   	1540.000000	33788.7   	1540.000000	51408.1   	
1560.000000	6.67304e+06	1560.000000	6.50697e+06	1560.000000	6.52463e+06	1560.000000	6.53243e+06	1560.000000	41981     	1560.000000	25132     	1560.000000	41278     	1560.000000	34240.8   	1560.000000	52119.7   	
1580.000000	6.78099e+06	1580.000000	6.61179e+06	1580.000000	6.62952e+06	1580.000000	6.63745e+06	1580.000000	42450     	1580.000000	25515.3   	1580.000000	41771.4   	1580.000000	34691.2   	1580.000000	52828.9   	
1600.000000	6.88898e+06	1600.000000	6.71668e+06	1600.000000	6.73449e+06	1600.000000	6.74255e+06	1600.000000	42915.9   	1600.000000	25899.1   	1600.000000	42262.1   	1600.000000	35139.8   	1600.000000	53535.6   	
1620.000000	6.997e+06 	1620.000000	6.82163e+06	1620.000000	6.83953e+06	1620.000000	6.84773e+06	1620.000000	43378.7   	1620.000000	26283.4   	1620.000000	42750     	1620.000000	35586.7   	1620.000000	54239.9   	
1640.000000	7.10504e+06	1640.000000	6.92663e+06	1640.000000	6.94465e+06	1640.000000	6.95298e+06	1640.000000	43838.4   	1640.000000	26668.1   	1640.000000	43235.2   	1640.000000	36031.8   	1640.000000	54941.7   	
1660.000000	7.2131e+06	1660.000000	7.03168e+06	1660.000000	7.04983e+06	1660.000000	7.0583e+06	1660.000000	44295     	1660.000000	27053.3   	1660.000000	43717.7   	1660.000000	36475.2   	1660.000000	55641.1   	
1680.000000	7.32117e+06	1680.000000	7.13678e+06	1680.000000	7.15507e+06	1680.000000	7.16367e+06	1680.000000	44748.7   	1680.000000	27439     	1680.000000	44197.5   	1680.000000	36916.9   	1680.000000	56338     	
1700.000000	7.42924e+06	1700.000000	7.24191e+06	1700.000000	7.26037e+06	1700.000000	7.26911e+06	1700.000000	45199.4   	1700.000000	27825.1   	1700.000000	44674.6   	1700.000000	37356.8   	1700.000000	57032.5   	
1750.000000	7.69939e+06	1750.000000	7.50488e+06	1750.000000	7.52385e+06	1750.000000	7.53292e+06	1750.000000	46313.3   	1750.000000	28792.4   	1750.000000	45856     	1750.000000	38449     	1750.000000	58757.9   	
1800.000000	7.96942e+06	1800.000000	7.76798e+06	1800.000000	7.7876e+06	1800.000000	7.797e+06 	1800.000000	47409.3   	1800.000000	29762.2   	1800.000000	47021.2   	1800.000000	39530.4   	1800.000000	60467.9   	
1850.000000	8.23924e+06	1850.000000	8.03115e+06	1850.000000	8.05159e+06	1850.000000	8.06132e+06	1850.000000	48488     	1850.000000	30734.4   	1850.000000	48170.6   	1850.000000	40601.2   	1850.000000	62162.6   	
1900.000000	8.50877e+06	1900.000000	8.29433e+06	1900.000000	8.31575e+06	1900.000000	8.32581e+06	1900.000000	49549.8   	1900.000000	31708.8   	1900.000000	49304.6   	1900.000000	41661.2   	1900.000000	63842.1   	
1950.000000	8.77794e+06	1950.000000	8.55745e+06	1950.000000	8.58005e+06	1950.000000	8.59044e+06	1950.000000	50595.2   	1950.000000	32685.4   	1950.000000	50423.4   	1950.000000	42710.8   	1950.000000	65506.3   	
2000.000000	9.04668e+06	2000.000000	8.82047e+06	2000.000000	8.84445e+06	2000.000000	8.85517e+06	2000.000000	51624.7   	2000.000000	33664.2   	2000.000000	51527.6   	2000.000000	43750     	2000.000000	67155.5   	
2100.000000	9.5826e+06	2100.000000	9.346e+06 	2100.000000	9.37341e+06	2100.000000	9.38478e+06	2100.000000	53637.7   	2100.000000	35628.8   	2100.000000	53693     	2100.000000	45797.6   	2100.000000	70409.1   	
2200.000000	1.01161e+07	2200.000000	9.87058e+06	2200.000000	9.9024e+06	2200.000000	9.91441e+06	2200.000000	55592.3   	2200.000000	37603.3   	2200.000000	55803.5   	2200.000000	47805.1   	2200.000000	73604.1   	
2300.000000	1.06467e+07	2300.000000	1.03939e+07	2300.000000	1.04312e+07	2300.000000	1.04439e+07	2300.000000	57491.7   	2300.000000	39588     	2300.000000	57861.6   	2300.000000	49773.8   	2300.000000	76741.8   	
2400.000000	1.11742e+07	2400.000000	1.09157e+07	2400.000000	1.09597e+07	2400.000000	1.0973e+07	2400.000000	59339     	2400.000000	41582.6   	2400.000000	59870     	2400.000000	51704.6   	2400.000000	79823.6   	
2500.000000	1.16982e+07	2500.000000	1.14357e+07	2500.000000	1.14876e+07	2500.000000	1.15016e+07	2500.000000	61137     	2500.000000	43586.5   	2500.000000	61830.9   	2500.000000	53598.8   	2500.000000	82851     	
2600.000000	1.22185e+07	2600.000000	1.19538e+07	2600.000000	1.20149e+07	2600.000000	1.20295e+07	2600.000000	62888     	2600.000000	45598.8   	2600.000000	63746.3   	2600.000000	55457.4   	2600.000000	85825.3   	
2700.000000	1.27349e+07	2700.000000	1.24699e+07	2700.000000	1.25415e+07	2700.000000	1.25567e+07	2700.000000	64594.1   	2700.000000	47619.3   	2700.000000	65618.4   	2700.000000	57281.5   	2700.000000	88747.9   	
2800.000000	1.32472e+07	2800.000000	1.29837e+07	2800.000000	1.30672e+07	2800.000000	1.30831e+07	2800.000000	66257.9   	2800.000000	49648     	2800.000000	67449.1   	2800.000000	59072.2   	2800.000000	91620.3   	
2900.000000	1.37553e+07	2900.000000	1.34952e+07	2900.000000	1.35921e+07	2900.000000	1.36085e+07	2900.000000	67881.4   	2900.000000	51685.1   	2900.000000	69240.2   	2900.000000	60830.6   	2900.000000	94444     	
3000.000000	1.42591e+07	3000.000000	1.40042e+07	3000.000000	1.4116e+07	3000.000000	1.4133e+07	3000.000000	69466.7   	3000.000000	53731     	3000.000000	70993.8   	3000.000000	62557.8   	3000.000000	97220.7   	
3200.000000	1.52532e+07	3200.000000	1.50145e+07	3200.000000	1.51608e+07	3200.000000	1.5179e+07	3200.000000	72530.2   	3200.000000	57849.8   	3200.000000	74394.5   	3200.000000	65923.1   	3200.000000	102639    	
3400.000000	1.62289e+07	3400.000000	1.60142e+07	3400.000000	1.62014e+07	3400.000000	1.62208e+07	3400.000000	75462.2   	3400.000000	62005     	3400.000000	77663.7   	3400.000000	69176     	3400.000000	107886    	
3600.000000	1.7186e+07	3600.000000	1.7003e+07	3600.000000	1.72377e+07	3600.000000	1.72583e+07	3600.000000	78274.4   	3600.000000	66196.5   	3600.000000	80812.5   	3600.000000	72324.1   	3600.000000	112973    	
3800.000000	1.81242e+07	3800.000000	1.79804e+07	3800.000000	1.82696e+07	3800.000000	1.82914e+07	3800.000000	80977.3   	3800.000000	70423.7   	3800.000000	83850.9   	3800.000000	75374.3   	3800.000000	117909    	
4000.000000	1.90436e+07	4000.000000	1.89465e+07	4000.000000	1.92971e+07	4000.000000	1.932e+07 	4000.000000	83580.2   	4000.000000	74685.9   	4000.000000	86787.7   	4000.000000	78333     	4000.000000	122705    	
4200.000000	1.99443e+07	4200.000000	1.99011e+07	4200.000000	2.03202e+07	4200.000000	2.03443e+07	4200.000000	86091.1   	4200.000000	78982.7   	4200.000000	89630.8   	4200.000000	81206.1   	4200.000000	127369    	
4400.000000	2.08264e+07	4400.000000	2.08443e+07	4400.000000	2.1339e+07	4400.000000	2.13642e+07	4400.000000	88517.1   	4400.000000	83313.8   	4400.000000	92387.4   	4400.000000	83999     	4400.000000	131909    	
4600.000000	2.16902e+07	4600.000000	2.1776e+07	4600.000000	2.23535e+07	4600.000000	2.23799e+07	4600.000000	90864.6   	4600.000000	87678.9   	4600.000000	95063.8   	4600.000000	86716.6   	4600.000000	136332    	
4800.000000	2.25359e+07	4800.000000	2.26965e+07	4800.000000	2.33638e+07	4800.000000	2.33913e+07	4800.000000	93139.3   	4800.000000	92077.9   	4800.000000	97665.9   	4800.000000	89363.6   	4800.000000	140645    	
5000.000000	2.3364e+07	5000.000000	2.36057e+07	5000.000000	2.437e+07 	5000.000000	2.43985e+07	5000.000000	95346.3   	5000.000000	96510.6   	5000.000000	100199    	5000.000000	91944.1   	5000.000000	144855    	
5250.000000	2.43747e+07	5250.000000	2.47267e+07	5250.000000	2.56221e+07	5250.000000	2.5652e+07	5250.000000	98016.9   	5250.000000	102099    	5250.000000	103275    	5250.000000	95082.2   	5250.000000	149980    	
5500.000000	2.53591e+07	5500.000000	2.58307e+07	5500.000000	2.68681e+07	5500.000000	2.68993e+07	5500.000000	100597    	5500.000000	107739    	5500.000000	106259    	5500.000000	98129.5   	5500.000000	154964    	
6000.000000	2.72518e+07	6000.000000	2.7989e+07	6000.000000	2.93424e+07	6000.000000	2.93762e+07	6000.000000	105512    	6000.000000	119174    	6000.000000	111980    	6000.000000	103976    	6000.000000	164541    	
6500.000000	2.90483e+07	6500.000000	3.00833e+07	6500.000000	3.17944e+07	6500.000000	3.18308e+07	6500.000000	110139    	6500.000000	130813    	6500.000000	117410    	6500.000000	109527    	6500.000000	173653    	
7000.000000	3.07548e+07	7000.000000	3.21168e+07	7000.000000	3.42256e+07	7000.000000	3.42646e+07	7000.000000	114517    	7000.000000	142652    	7000.000000	122592    	7000.000000	114820    	7000.000000	182356    	
7500.000000	3.2377e+07	7500.000000	3.40921e+07	7500.000000	3.66373e+07	7500.000000	3.66787e+07	7500.000000	118675    	7500.000000	154686    	7500.000000	127560    	7500.000000	119884    	7500.000000	190698    	
8000.000000	3.39206e+07	8000.000000	3.60123e+07	8000.000000	3.90306e+07	8000.000000	3.90744e+07	8000.000000	122640    	8000.000000	166912    	8000.000000	132340    	8000.000000	124746    	8000.000000	198717    	
8500.000000	3.53908e+07	8500.000000	3.788e+07 	8500.000000	4.14067e+07	8500.000000	4.14529e+07	8500.000000	126433    	8500.000000	179326    	8500.000000	136956    	8500.000000	129427    	8500.000000	206449    	
9000.000000	3.67924e+07	9000.000000	3.96978e+07	9000.000000	4.37666e+07	9000.000000	4.38152e+07	9000.000000	130071    	9000.000000	191923    	9000.000000	141427    	9000.000000	133947    	9000.000000	213922    	
9500.000000	3.81299e+07	9500.000000	4.14682e+07	9500.000000	4.61113e+07	9500.000000	4.61622e+07	9500.000000	133570    	9500.000000	204701    	9500.000000	145771    	9500.000000	138321    	9500.000000	221163    	
10000.000000	3.94075e+07	10000.000000	4.31935e+07	10000.000000	4.84415e+07	10000.000000	4.84947e+07	10000.000000	136941    	10000.000000	217655    	10000.000000	150002    	10000.000000	142565    	10000.000000	228193    	
11000.000000	4.17978e+07	11000.000000	4.65174e+07	11000.000000	5.30617e+07	11000.000000	5.31195e+07	11000.000000	143348    	11000.000000	244077    	11000.000000	158168    	11000.000000	150707    	11000.000000	241698    	
12000.000000	4.39905e+07	12000.000000	4.96852e+07	12000.000000	5.76329e+07	12000.000000	5.76951e+07	12000.000000	149365    	12000.000000	271173    	12000.000000	166008    	12000.000000	158455    	12000.000000	254566    	
13000.000000	4.60089e+07	13000.000000	5.2711e+07	13000.000000	6.21598e+07	13000.000000	6.22261e+07	13000.000000	155049    	13000.000000	298919    	13000.000000	173579    	13000.000000	165872    	13000.000000	266900    	
14000.000000	4.78726e+07	14000.000000	5.56069e+07	14000.000000	6.66461e+07	14000.000000	6.67166e+07	14000.000000	160443    	14000.000000	327277    	14000.000000	180928    	14000.000000	173010    	14000.000000	278779    	
15000.000000	4.95986e+07	15000.000000	5.83837e+07	15000.000000	7.1095e+07	15000.000000	7.11698e+07	15000.000000	165583    	15000.000000	356212    	15000.000000	188090    	15000.000000	179910    	15000.000000	290270    	
16000.000000	5.12015e+07	16000.000000	6.10509e+07	16000.000000	7.55093e+07	16000.000000	7.55889e+07	16000.000000	170499    	16000.000000	385705    	16000.000000	195094    	16000.000000	186603    	16000.000000	301425    	
17000.000000	5.26939e+07	17000.000000	6.36169e+07	17000.000000	7.98919e+07	17000.000000	7.99762e+07	17000.000000	175215    	17000.000000	415745    	17000.000000	201963    	17000.000000	193117    	17000.000000	312288    	
18000.000000	5.40867e+07	18000.000000	6.60894e+07	18000.000000	8.42453e+07	18000.000000	8.43342e+07	18000.000000	179752    	18000.000000	446327    	18000.000000	208713    	18000.000000	199475    	18000.000000	322897    	
19000.000000	5.53895e+07	19000.000000	6.84749e+07	19000.000000	8.85714e+07	19000.000000	8.86647e+07	19000.000000	184128    	19000.000000	477445    	19000.000000	215360    	19000.000000	205696    	19000.000000	333281    	
20000.000000	5.66106e+07	20000.000000	7.07796e+07	20000.000000	9.28723e+07	20000.000000	9.29696e+07	20000.000000	188358    	20000.000000	509094    	20000.000000	221915    	20000.000000	211795    	20000.000000	343468    	
21000.000000	5.77574e+07	21000.000000	7.30089e+07	21000.000000	9.71495e+07	21000.000000	9.72505e+07	21000.000000	192454    	21000.000000	541262    	21000.000000	228387    	21000.000000	217785    	21000.000000	353477    	
22000.000000	5.88364e+07	22000.000000	7.51676e+07	22000.000000	1.01404e+08	22000.000000	1.01509e+08	22000.000000	196428    	22000.000000	573932    	22000.000000	234783    	22000.000000	223677    	22000.000000	363327    	
23000.000000	5.98533e+07	23000.000000	7.72602e+07	23000.000000	1.05638e+08	23000.000000	1.05746e+08	23000.000000	200288    	23000.000000	607091    	23000.000000	241110    	23000.000000	229480    	23000.000000	373033    	
24000.000000	6.08133e+07	24000.000000	7.92907e+07	24000.000000	1.09851e+08	24000.000000	1.09962e+08	24000.000000	204043    	24000.000000	640729    	24000.000000	247371    	24000.000000	235202    	24000.000000	382607    	
25000.000000	6.17208e+07	25000.000000	8.12628e+07	25000.000000	1.14045e+08	25000.000000	1.1416e+08	25000.000000	207700    	25000.000000	674809    	25000.000000	253573    	25000.000000	240849    	25000.000000	392061    	
26000.000000	6.25801e+07	26000.000000	8.31799e+07	26000.000000	1.18221e+08	26000.000000	1.18339e+08	26000.000000	211267    	26000.000000	709307    	26000.000000	259716    	26000.000000	246428    	26000.000000	401405    	
27000.000000	6.33948e+07	27000.000000	8.5045e+07	27000.000000	1.2238e+08	27000.000000	1.22501e+08	27000.000000	214748    	27000.000000	744233    	27000.000000	265806    	27000.000000	251943    	27000.000000	410647    	
28000.000000	6.41682e+07	28000.000000	8.68609e+07	28000.000000	1.26522e+08	28000.000000	1.26646e+08	28000.000000	218150    	28000.000000	779596    	28000.000000	271843    	28000.000000	257399    	28000.000000	419794    	
29000.000000	6.49033e+07	29000.000000	8.86303e+07	29000.000000	1.30648e+08	29000.000000	1.30776e+08	29000.000000	221477    	29000.000000	815395    	29000.000000	277830    	29000.000000	262800    	29000.000000	428853    	
30000.000000	6.56027e+07	30000.000000	9.03555e+07	30000.000000	1.3476e+08	30000.000000	1.34891e+08	30000.000000	224734    	30000.000000	851623    	30000.000000	283768    	30000.000000	268148    	30000.000000	437828    	
32000.000000	6.69045e+07	32000.000000	9.3682e+07	32000.000000	1.4294e+08	32000.000000	1.43077e+08	32000.000000	231053    	32000.000000	925317    	32000.000000	295502    	32000.000000	278697    	32000.000000	455548    	
