    Z    A Einc(MeV)     ELossL1     ELossL2        ERes
    1    1      60.5    0.221989     1.07042     59.2076
    1    1      60.6    0.221704     1.06901     59.3093
    1    1      60.7     0.22142     1.06762      59.411
    1    1      60.8    0.221136     1.06622     59.5126
    1    1      60.9    0.220854     1.06483     59.6143
    1    1        61    0.220572     1.06345      59.716
    1    1      61.1    0.220291     1.06207     59.8176
    1    1      61.2    0.220011     1.06069     59.9193
    1    1      61.3    0.219732     1.05932      60.021
    1    1      61.4    0.219453     1.05795     60.1226
    1    1      61.5    0.219176     1.05658     60.2242
    1    1      61.6    0.218899     1.05522     60.3259
    1    1      61.7    0.218624     1.05387     60.4275
    1    1      61.8    0.218349     1.05252     60.5291
    1    1      61.9    0.218074     1.05117     60.6308
    1    1        62    0.217801     1.04983     60.7324
    1    1      62.1    0.217529     1.04849      60.834
    1    1      62.2    0.217257     1.04715     60.9356
    1    1      62.3    0.216986     1.04582     61.0372
    1    1      62.4    0.216716      1.0445     61.1388
    1    1      62.5    0.216447     1.04317     61.2404
    1    1      62.6    0.216178     1.04186      61.342
    1    1      62.7    0.215911     1.04054     61.4435
    1    1      62.8    0.215644     1.03923     61.5451
    1    1      62.9    0.215378     1.03792     61.6467
    1    1        63    0.215113     1.03662     61.7483
    1    1      63.1    0.214848     1.03532     61.8498
    1    1      63.2    0.214585     1.03403     61.9514
    1    1      63.3    0.214322     1.03274     62.0529
    1    1      63.4     0.21406     1.03145     62.1545
    1    1      63.5    0.213798     1.03017      62.256
    1    1      63.6    0.213538     1.02889     62.3576
    1    1      63.7    0.213278     1.02762     62.4591
    1    1      63.8    0.213019     1.02634     62.5606
    1    1      63.9    0.212761     1.02508     62.6622
    1    1        64    0.212503     1.02381     62.7637
    1    1      64.1    0.212246     1.02255     62.8652
    1    1      64.2     0.21199      1.0213     62.9667
    1    1      64.3    0.211735     1.02005     63.0682
    1    1      64.4    0.211481      1.0188     63.1697
    1    1      64.5    0.211227     1.01755     63.2712
    1    1      64.6    0.210974     1.01631     63.3727
    1    1      64.7    0.210722     1.01507     63.4742
    1    1      64.8     0.21047     1.01384     63.5757
    1    1      64.9    0.210219     1.01261     63.6772
    1    1        65    0.209969     1.01138     63.7786
    1    1      65.1     0.20972     1.01016     63.8801
    1    1      65.2    0.209471     1.00894     63.9816
    1    1      65.3    0.209223     1.00773      64.083
    1    1      65.4    0.208976     1.00652     64.1845
    1    1      65.5    0.208729     1.00531      64.286
    1    1      65.6    0.208483      1.0041     64.3874
    1    1      65.7    0.208238      1.0029     64.4889
    1    1      65.8    0.207993      1.0017     64.5903
    1    1      65.9     0.20775     1.00051     64.6917
    1    1        66    0.207507    0.999317     64.7932
    1    1      66.1    0.207264    0.998129     64.8946
    1    1      66.2    0.207022    0.996945      64.996
    1    1      66.3    0.206781    0.995764     65.0975
    1    1      66.4    0.206541    0.994587     65.1989
    1    1      66.5    0.206301    0.993413     65.3003
    1    1      66.6    0.206062    0.992242     65.4017
    1    1      66.7    0.205824    0.991075     65.5031
    1    1      66.8    0.205586    0.989911     65.6045
    1    1      66.9    0.205349     0.98875     65.7059
    1    1        67    0.205113    0.987593     65.8073
    1    1      67.1    0.204877    0.986439     65.9087
    1    1      67.2    0.204642    0.985288     66.0101
    1    1      67.3    0.204408    0.984141     66.1115
    1    1      67.4    0.204174    0.982996     66.2128
    1    1      67.5    0.203941    0.981855     66.3142
    1    1      67.6    0.203708    0.980718     66.4156
    1    1      67.7    0.203476    0.979583     66.5169
    1    1      67.8    0.203245    0.978452     66.6183
    1    1      67.9    0.203015    0.977324     66.7197
    1    1        68    0.202785    0.976199      66.821
    1    1      68.1    0.202556    0.975077     66.9224
    1    1      68.2    0.202327    0.973958     67.0237
    1    1      68.3    0.202099    0.972843     67.1251
    1    1      68.4    0.201872    0.971731     67.2264
    1    1      68.5    0.201645    0.970621     67.3277
    1    1      68.6    0.201419    0.969515     67.4291
    1    1      68.7    0.201193    0.968412     67.5304
    1    1      68.8    0.200968    0.967312     67.6317
    1    1      68.9    0.200744    0.966215      67.733
    1    1        69     0.20052    0.965121     67.8344
    1    1      69.1    0.200297     0.96403     67.9357
    1    1      69.2    0.200075    0.962943      68.037
    1    1      69.3    0.199853    0.961858     68.1383
    1    1      69.4    0.199632    0.960776     68.2396
    1    1      69.5    0.199411    0.959697     68.3409
    1    1      69.6    0.199191    0.958621     68.4422
    1    1      69.7    0.198971    0.957548     68.5435
    1    1      69.8    0.198753    0.956478     68.6448
    1    1      69.9    0.198534    0.955411     68.7461
    1    1        70    0.198317    0.954347     68.8473
    1    1      70.1    0.198099    0.953286     68.9486
    1    1      70.2    0.197883    0.952228     69.0499
    1    1      70.3    0.197667    0.951172     69.1512
    1    1      70.4    0.197451     0.95012     69.2524
    1    1      70.5    0.197237     0.94907     69.3537
    1    1      70.6    0.197022    0.948023      69.455
    1    1      70.7    0.196809    0.946979     69.5562
    1    1      70.8    0.196595    0.945938     69.6575
    1    1      70.9    0.196383    0.944899     69.7587
    1    1        71    0.196171    0.943864       69.86
    1    1      71.1    0.195959    0.942831     69.9612
    1    1      71.2    0.195748    0.941801     70.0625
    1    1      71.3    0.195538    0.940773     70.1637
    1    1      71.4    0.195328    0.939749     70.2649
    1    1      71.5    0.195119    0.938727     70.3662
    1    1      71.6     0.19491    0.937708     70.4674
    1    1      71.7    0.194702    0.936691     70.5686
    1    1      71.8    0.194494    0.935677     70.6698
    1    1      71.9    0.194287    0.934666      70.771
    1    1        72    0.194081    0.933658     70.8723
    1    1      72.1    0.193875    0.932652     70.9735
    1    1      72.2    0.193669    0.931649     71.0747
    1    1      72.3    0.193464    0.930649     71.1759
    1    1      72.4     0.19326    0.929651     71.2771
    1    1      72.5    0.193056    0.928656     71.3783
    1    1      72.6    0.192853    0.927663     71.4795
    1    1      72.7     0.19265    0.926673     71.5807
    1    1      72.8    0.192448    0.925686     71.6819
    1    1      72.9    0.192246    0.924701     71.7831
    1    1        73    0.192045    0.923719     71.8842
    1    1      73.1    0.191844     0.92274     71.9854
    1    1      73.2    0.191644    0.921763     72.0866
    1    1      73.3    0.191444    0.920788     72.1878
    1    1      73.4    0.191245    0.919816     72.2889
    1    1      73.5    0.191046    0.918847     72.3901
    1    1      73.6    0.190848     0.91788     72.4913
    1    1      73.7     0.19065    0.916916     72.5924
    1    1      73.8    0.190453    0.915954     72.6936
    1    1      73.9    0.190256    0.914995     72.7947
    1    1        74     0.19006    0.914038     72.8959
    1    1      74.1    0.189865    0.913084     72.9971
    1    1      74.2    0.189669    0.912132     73.0982
    1    1      74.3    0.189475    0.911182     73.1993
    1    1      74.4    0.189281    0.910235     73.3005
    1    1      74.5    0.189087    0.909291     73.4016
    1    1      74.6    0.188894    0.908349     73.5028
    1    1      74.7    0.188701    0.907409     73.6039
    1    1      74.8    0.188509    0.906472      73.705
    1    1      74.9    0.188317    0.905537     73.8061
    1    1        75    0.188126    0.904604     73.9073
    1    1      75.1    0.187935    0.903674     74.0084
    1    1      75.2    0.187744    0.902746     74.1095
    1    1      75.3    0.187555    0.901821     74.2106
    1    1      75.4    0.187365    0.900898     74.3117
    1    1      75.5    0.187176    0.899977     74.4128
    1    1      75.6    0.186988    0.899059      74.514
    1    1      75.7      0.1868    0.898143     74.6151
    1    1      75.8    0.186612    0.897229     74.7162
    1    1      75.9    0.186425    0.896317     74.8173
    1    1        76    0.186239    0.895408     74.9184
    1    1      76.1    0.186053    0.894501     75.0194
    1    1      76.2    0.185867    0.893597     75.1205
    1    1      76.3    0.185682    0.892694     75.2216
    1    1      76.4    0.185497    0.891794     75.3227
    1    1      76.5    0.185313    0.890896     75.4238
    1    1      76.6    0.185129    0.890001     75.5249
    1    1      76.7    0.184946    0.889107     75.6259
    1    1      76.8    0.184763    0.888216      75.727
    1    1      76.9     0.18458    0.887327     75.8281
    1    1        77    0.184398     0.88644     75.9292
    1    1      77.1    0.184216    0.885556     76.0302
    1    1      77.2    0.184035    0.884674     76.1313
    1    1      77.3    0.183855    0.883793     76.2324
    1    1      77.4    0.183674    0.882915     76.3334
    1    1      77.5    0.183494     0.88204     76.4345
    1    1      77.6    0.183315    0.881166     76.5355
    1    1      77.7    0.183136    0.880294     76.6366
    1    1      77.8    0.182957    0.879425     76.7376
    1    1      77.9    0.182779    0.878558     76.8387
    1    1        78    0.182602    0.877693     76.9397
    1    1      78.1    0.182424     0.87683     77.0407
    1    1      78.2    0.182248    0.875969     77.1418
    1    1      78.3    0.182071     0.87511     77.2428
    1    1      78.4    0.181895    0.874253     77.3439
    1    1      78.5     0.18172    0.873399     77.4449
    1    1      78.6    0.181544    0.872546     77.5459
    1    1      78.7     0.18137    0.871696     77.6469
    1    1      78.8    0.181195    0.870847      77.748
